filename,partition,task,semantic_label,numeric_label
06081.png,train,source,petronas_towers,1
07448.png,val,source,gaudi_casa_batllo_barcelona,7
00101.png,train,source,petronas_towers,1
02178.png,train,source,gaudi_casa_batllo_barcelona,7
03982.png,train,source,rialto_bridge,2
07210.png,val,source,colosseum,0
07480.png,val,source,colosseum,0
09160.png,test,source,colosseum,0
07948.png,val,source,gaudi_casa_batllo_barcelona,7
09149.png,test,source,st_stephen_cathedral_vienna,4
08142.png,val,source,rialto_bridge,2
02242.png,train,source,rialto_bridge,2
09113.png,test,source,museu_nacional_dart_de_catalunya,3
01022.png,train,source,rialto_bridge,2
02346.png,train,source,berlin_cathedral,5
02812.png,train,source,rialto_bridge,2
03727.png,train,source,hagia_sophia,6
07379.png,val,source,st_stephen_cathedral_vienna,4
07353.png,val,source,museu_nacional_dart_de_catalunya,3
07367.png,val,source,hagia_sophia,6
07616.png,val,source,berlin_cathedral,5
08448.png,val,source,gaudi_casa_batllo_barcelona,7
01996.png,train,source,berlin_cathedral,5
06676.png,train,source,berlin_cathedral,5
05472.png,train,source,rialto_bridge,2
09940.png,test,source,colosseum,0
07036.png,val,source,berlin_cathedral,5
08102.png,val,source,rialto_bridge,2
08987.png,test,source,hagia_sophia,6
09673.png,test,source,museu_nacional_dart_de_catalunya,3
06189.png,train,source,st_stephen_cathedral_vienna,4
05227.png,train,source,hagia_sophia,6
08856.png,test,source,berlin_cathedral,5
02409.png,train,source,st_stephen_cathedral_vienna,4
07191.png,val,source,petronas_towers,1
08696.png,test,source,berlin_cathedral,5
09298.png,test,source,gaudi_casa_batllo_barcelona,7
02680.png,train,source,colosseum,0
08053.png,val,source,museu_nacional_dart_de_catalunya,3
04752.png,train,source,rialto_bridge,2
04678.png,train,source,gaudi_casa_batllo_barcelona,7
04536.png,train,source,berlin_cathedral,5
01150.png,train,source,colosseum,0
09527.png,test,source,hagia_sophia,6
03529.png,train,source,st_stephen_cathedral_vienna,4
00836.png,train,source,berlin_cathedral,5
02068.png,train,source,gaudi_casa_batllo_barcelona,7
07416.png,val,source,berlin_cathedral,5
09033.png,test,source,museu_nacional_dart_de_catalunya,3
08281.png,val,source,petronas_towers,1
01756.png,train,source,berlin_cathedral,5
03852.png,train,source,rialto_bridge,2
03687.png,train,source,hagia_sophia,6
00711.png,train,source,petronas_towers,1
07738.png,val,source,gaudi_casa_batllo_barcelona,7
08246.png,val,source,berlin_cathedral,5
01758.png,train,source,gaudi_casa_batllo_barcelona,7
00580.png,train,source,colosseum,0
01130.png,train,source,colosseum,0
07801.png,val,source,petronas_towers,1
08613.png,test,source,museu_nacional_dart_de_catalunya,3
00871.png,train,source,petronas_towers,1
05759.png,train,source,st_stephen_cathedral_vienna,4
03607.png,train,source,hagia_sophia,6
05876.png,train,source,berlin_cathedral,5
08519.png,test,source,st_stephen_cathedral_vienna,4
07473.png,val,source,museu_nacional_dart_de_catalunya,3
09883.png,test,source,museu_nacional_dart_de_catalunya,3
06599.png,train,source,st_stephen_cathedral_vienna,4
06833.png,train,source,museu_nacional_dart_de_catalunya,3
04129.png,train,source,st_stephen_cathedral_vienna,4
08418.png,val,source,gaudi_casa_batllo_barcelona,7
00276.png,train,source,berlin_cathedral,5
00029.png,train,source,st_stephen_cathedral_vienna,4
01146.png,train,source,berlin_cathedral,5
08118.png,val,source,gaudi_casa_batllo_barcelona,7
04382.png,train,source,rialto_bridge,2
08208.png,val,source,gaudi_casa_batllo_barcelona,7
08533.png,test,source,museu_nacional_dart_de_catalunya,3
06462.png,train,source,rialto_bridge,2
08773.png,test,source,museu_nacional_dart_de_catalunya,3
08492.png,val,source,rialto_bridge,2
01147.png,train,source,hagia_sophia,6
09411.png,test,source,petronas_towers,1
08506.png,test,source,berlin_cathedral,5
00776.png,train,source,berlin_cathedral,5
08357.png,val,source,hagia_sophia,6
03352.png,train,source,rialto_bridge,2
07093.png,val,source,museu_nacional_dart_de_catalunya,3
05361.png,train,source,petronas_towers,1
07469.png,val,source,st_stephen_cathedral_vienna,4
04163.png,train,source,museu_nacional_dart_de_catalunya,3
08760.png,test,source,colosseum,0
08166.png,val,source,berlin_cathedral,5
05567.png,train,source,hagia_sophia,6
06893.png,train,source,museu_nacional_dart_de_catalunya,3
01467.png,train,source,hagia_sophia,6
09517.png,test,source,hagia_sophia,6
08077.png,val,source,hagia_sophia,6
04689.png,train,source,st_stephen_cathedral_vienna,4
07178.png,val,source,gaudi_casa_batllo_barcelona,7
01277.png,train,source,hagia_sophia,6
04660.png,train,source,colosseum,0
00739.png,train,source,st_stephen_cathedral_vienna,4
04296.png,train,source,berlin_cathedral,5
05813.png,train,source,museu_nacional_dart_de_catalunya,3
08820.png,test,source,colosseum,0
09002.png,test,source,rialto_bridge,2
07752.png,val,source,rialto_bridge,2
01707.png,train,source,hagia_sophia,6
08226.png,val,source,berlin_cathedral,5
06283.png,train,source,museu_nacional_dart_de_catalunya,3
06013.png,train,source,museu_nacional_dart_de_catalunya,3
07337.png,val,source,hagia_sophia,6
07837.png,val,source,hagia_sophia,6
08196.png,val,source,berlin_cathedral,5
00052.png,train,source,rialto_bridge,2
00399.png,train,source,st_stephen_cathedral_vienna,4
07898.png,val,source,gaudi_casa_batllo_barcelona,7
08227.png,val,source,hagia_sophia,6
07649.png,val,source,st_stephen_cathedral_vienna,4
07807.png,val,source,hagia_sophia,6
04052.png,train,source,rialto_bridge,2
07208.png,val,source,gaudi_casa_batllo_barcelona,7
07391.png,val,source,petronas_towers,1
07950.png,val,source,colosseum,0
09267.png,test,source,hagia_sophia,6
08136.png,val,source,berlin_cathedral,5
09592.png,test,source,rialto_bridge,2
08997.png,test,source,hagia_sophia,6
08668.png,test,source,gaudi_casa_batllo_barcelona,7
04902.png,train,source,rialto_bridge,2
07812.png,val,source,rialto_bridge,2
02171.png,train,source,petronas_towers,1
07476.png,val,source,berlin_cathedral,5
09246.png,test,source,berlin_cathedral,5
08632.png,test,source,rialto_bridge,2
07996.png,val,source,berlin_cathedral,5
08289.png,val,source,st_stephen_cathedral_vienna,4
04387.png,train,source,hagia_sophia,6
08241.png,val,source,petronas_towers,1
07711.png,val,source,petronas_towers,1
09199.png,test,source,st_stephen_cathedral_vienna,4
04558.png,train,source,gaudi_casa_batllo_barcelona,7
08057.png,val,source,hagia_sophia,6
07640.png,val,source,colosseum,0
07230.png,val,source,colosseum,0
09359.png,test,source,st_stephen_cathedral_vienna,4
08292.png,val,source,rialto_bridge,2
08817.png,test,source,hagia_sophia,6
05430.png,train,source,colosseum,0
03823.png,train,source,museu_nacional_dart_de_catalunya,3
05191.png,train,source,petronas_towers,1
01073.png,train,source,museu_nacional_dart_de_catalunya,3
00552.png,train,source,rialto_bridge,2
09111.png,test,source,petronas_towers,1
08237.png,val,source,hagia_sophia,6
03196.png,train,source,berlin_cathedral,5
09487.png,test,source,hagia_sophia,6
09047.png,test,source,hagia_sophia,6
09430.png,test,source,colosseum,0
05879.png,train,source,st_stephen_cathedral_vienna,4
07767.png,val,source,hagia_sophia,6
03722.png,train,source,rialto_bridge,2
08437.png,val,source,hagia_sophia,6
07273.png,val,source,museu_nacional_dart_de_catalunya,3
03293.png,train,source,museu_nacional_dart_de_catalunya,3
07461.png,val,source,petronas_towers,1
05067.png,train,source,hagia_sophia,6
08818.png,test,source,gaudi_casa_batllo_barcelona,7
02581.png,train,source,petronas_towers,1
09186.png,test,source,berlin_cathedral,5
09217.png,test,source,hagia_sophia,6
03819.png,train,source,st_stephen_cathedral_vienna,4
07482.png,val,source,rialto_bridge,2
02773.png,train,source,museu_nacional_dart_de_catalunya,3
08122.png,val,source,rialto_bridge,2
05973.png,train,source,museu_nacional_dart_de_catalunya,3
08683.png,test,source,museu_nacional_dart_de_catalunya,3
01161.png,train,source,petronas_towers,1
09952.png,test,source,rialto_bridge,2
09278.png,test,source,gaudi_casa_batllo_barcelona,7
02158.png,train,source,gaudi_casa_batllo_barcelona,7
03612.png,train,source,rialto_bridge,2
08677.png,test,source,hagia_sophia,6
06976.png,train,source,berlin_cathedral,5
04510.png,train,source,colosseum,0
08380.png,val,source,colosseum,0
08096.png,val,source,berlin_cathedral,5
07359.png,val,source,st_stephen_cathedral_vienna,4
01801.png,train,source,petronas_towers,1
01267.png,train,source,hagia_sophia,6
04881.png,train,source,petronas_towers,1
04761.png,train,source,petronas_towers,1
00579.png,train,source,st_stephen_cathedral_vienna,4
08688.png,test,source,gaudi_casa_batllo_barcelona,7
08213.png,val,source,museu_nacional_dart_de_catalunya,3
04438.png,train,source,gaudi_casa_batllo_barcelona,7
08692.png,test,source,rialto_bridge,2
08276.png,val,source,berlin_cathedral,5
09093.png,test,source,museu_nacional_dart_de_catalunya,3
02542.png,train,source,rialto_bridge,2
02513.png,train,source,museu_nacional_dart_de_catalunya,3
06856.png,train,source,berlin_cathedral,5
02730.png,train,source,colosseum,0
04313.png,train,source,museu_nacional_dart_de_catalunya,3
02537.png,train,source,hagia_sophia,6
03932.png,train,source,rialto_bridge,2
02011.png,train,source,petronas_towers,1
00112.png,train,source,rialto_bridge,2
07511.png,val,source,petronas_towers,1
09820.png,test,source,colosseum,0
08080.png,val,source,colosseum,0
01647.png,train,source,hagia_sophia,6
03927.png,train,source,hagia_sophia,6
03492.png,train,source,rialto_bridge,2
00770.png,train,source,colosseum,0
04651.png,train,source,petronas_towers,1
09887.png,test,source,hagia_sophia,6
05961.png,train,source,petronas_towers,1
01002.png,train,source,rialto_bridge,2
07120.png,val,source,colosseum,0
04628.png,train,source,gaudi_casa_batllo_barcelona,7
02487.png,train,source,hagia_sophia,6
03776.png,train,source,berlin_cathedral,5
09301.png,test,source,petronas_towers,1
00019.png,train,source,st_stephen_cathedral_vienna,4
01869.png,train,source,st_stephen_cathedral_vienna,4
08132.png,val,source,rialto_bridge,2
03977.png,train,source,hagia_sophia,6
05549.png,train,source,st_stephen_cathedral_vienna,4
07306.png,val,source,berlin_cathedral,5
08430.png,val,source,colosseum,0
08610.png,test,source,colosseum,0
07636.png,val,source,berlin_cathedral,5
08466.png,val,source,berlin_cathedral,5
06112.png,train,source,rialto_bridge,2
01702.png,train,source,rialto_bridge,2
07609.png,val,source,st_stephen_cathedral_vienna,4
04330.png,train,source,colosseum,0
09249.png,test,source,st_stephen_cathedral_vienna,4
09428.png,test,source,gaudi_casa_batllo_barcelona,7
07136.png,val,source,berlin_cathedral,5
04290.png,train,source,colosseum,0
05950.png,train,source,colosseum,0
02870.png,train,source,colosseum,0
05190.png,train,source,colosseum,0
07698.png,val,source,gaudi_casa_batllo_barcelona,7
05417.png,train,source,hagia_sophia,6
09666.png,test,source,berlin_cathedral,5
07626.png,val,source,berlin_cathedral,5
08918.png,test,source,gaudi_casa_batllo_barcelona,7
02866.png,train,source,berlin_cathedral,5
07889.png,val,source,st_stephen_cathedral_vienna,4
08532.png,test,source,rialto_bridge,2
02423.png,train,source,museu_nacional_dart_de_catalunya,3
08252.png,val,source,rialto_bridge,2
06929.png,train,source,st_stephen_cathedral_vienna,4
08106.png,val,source,berlin_cathedral,5
00930.png,train,source,colosseum,0
04569.png,train,source,st_stephen_cathedral_vienna,4
03411.png,train,source,petronas_towers,1
09200.png,test,source,colosseum,0
08836.png,test,source,berlin_cathedral,5
00588.png,train,source,gaudi_casa_batllo_barcelona,7
07460.png,val,source,colosseum,0
08203.png,val,source,museu_nacional_dart_de_catalunya,3
03310.png,train,source,colosseum,0
07746.png,val,source,berlin_cathedral,5
01776.png,train,source,berlin_cathedral,5
08427.png,val,source,hagia_sophia,6
09140.png,test,source,colosseum,0
06883.png,train,source,museu_nacional_dart_de_catalunya,3
01422.png,train,source,rialto_bridge,2
01099.png,train,source,st_stephen_cathedral_vienna,4
07751.png,val,source,petronas_towers,1
00299.png,train,source,st_stephen_cathedral_vienna,4
09908.png,test,source,gaudi_casa_batllo_barcelona,7
09629.png,test,source,st_stephen_cathedral_vienna,4
09787.png,test,source,hagia_sophia,6
05883.png,train,source,museu_nacional_dart_de_catalunya,3
05166.png,train,source,berlin_cathedral,5
09128.png,test,source,gaudi_casa_batllo_barcelona,7
07762.png,val,source,rialto_bridge,2
07113.png,val,source,museu_nacional_dart_de_catalunya,3
04338.png,train,source,gaudi_casa_batllo_barcelona,7
07556.png,val,source,berlin_cathedral,5
08023.png,val,source,museu_nacional_dart_de_catalunya,3
01348.png,train,source,gaudi_casa_batllo_barcelona,7
03511.png,train,source,petronas_towers,1
07742.png,val,source,rialto_bridge,2
06428.png,train,source,gaudi_casa_batllo_barcelona,7
03572.png,train,source,rialto_bridge,2
01997.png,train,source,hagia_sophia,6
09522.png,test,source,rialto_bridge,2
06139.png,train,source,st_stephen_cathedral_vienna,4
03528.png,train,source,gaudi_casa_batllo_barcelona,7
09219.png,test,source,st_stephen_cathedral_vienna,4
04310.png,train,source,colosseum,0
03523.png,train,source,museu_nacional_dart_de_catalunya,3
07097.png,val,source,hagia_sophia,6
09321.png,test,source,petronas_towers,1
06688.png,train,source,gaudi_casa_batllo_barcelona,7
01273.png,train,source,museu_nacional_dart_de_catalunya,3
05297.png,train,source,hagia_sophia,6
07299.png,val,source,st_stephen_cathedral_vienna,4
04362.png,train,source,rialto_bridge,2
05221.png,train,source,petronas_towers,1
06352.png,train,source,rialto_bridge,2
08898.png,test,source,gaudi_casa_batllo_barcelona,7
02847.png,train,source,hagia_sophia,6
03768.png,train,source,gaudi_casa_batllo_barcelona,7
01941.png,train,source,petronas_towers,1
05761.png,train,source,petronas_towers,1
05770.png,train,source,colosseum,0
05716.png,train,source,berlin_cathedral,5
03057.png,train,source,hagia_sophia,6
00479.png,train,source,st_stephen_cathedral_vienna,4
09656.png,test,source,berlin_cathedral,5
07433.png,val,source,museu_nacional_dart_de_catalunya,3
07689.png,val,source,st_stephen_cathedral_vienna,4
01913.png,train,source,museu_nacional_dart_de_catalunya,3
00059.png,train,source,st_stephen_cathedral_vienna,4
00759.png,train,source,st_stephen_cathedral_vienna,4
03676.png,train,source,berlin_cathedral,5
08711.png,test,source,petronas_towers,1
01548.png,train,source,gaudi_casa_batllo_barcelona,7
00026.png,train,source,berlin_cathedral,5
09628.png,test,source,gaudi_casa_batllo_barcelona,7
04791.png,train,source,petronas_towers,1
02592.png,train,source,rialto_bridge,2
08030.png,val,source,colosseum,0
09563.png,test,source,museu_nacional_dart_de_catalunya,3
00303.png,train,source,museu_nacional_dart_de_catalunya,3
07733.png,val,source,museu_nacional_dart_de_catalunya,3
05936.png,train,source,berlin_cathedral,5
01771.png,train,source,petronas_towers,1
05390.png,train,source,colosseum,0
07941.png,val,source,petronas_towers,1
08871.png,test,source,petronas_towers,1
07150.png,val,source,colosseum,0
04898.png,train,source,gaudi_casa_batllo_barcelona,7
00387.png,train,source,hagia_sophia,6
07212.png,val,source,rialto_bridge,2
04083.png,train,source,museu_nacional_dart_de_catalunya,3
07240.png,val,source,colosseum,0
05192.png,train,source,rialto_bridge,2
04028.png,train,source,gaudi_casa_batllo_barcelona,7
03756.png,train,source,berlin_cathedral,5
07438.png,val,source,gaudi_casa_batllo_barcelona,7
07643.png,val,source,museu_nacional_dart_de_catalunya,3
03797.png,train,source,hagia_sophia,6
02531.png,train,source,petronas_towers,1
07516.png,val,source,berlin_cathedral,5
04001.png,train,source,petronas_towers,1
09832.png,test,source,rialto_bridge,2
09941.png,test,source,petronas_towers,1
07377.png,val,source,hagia_sophia,6
04632.png,train,source,rialto_bridge,2
09116.png,test,source,berlin_cathedral,5
09872.png,test,source,rialto_bridge,2
08279.png,val,source,st_stephen_cathedral_vienna,4
08780.png,test,source,colosseum,0
05248.png,train,source,gaudi_casa_batllo_barcelona,7
07069.png,val,source,st_stephen_cathedral_vienna,4
07071.png,val,source,petronas_towers,1
00148.png,train,source,gaudi_casa_batllo_barcelona,7
09968.png,test,source,gaudi_casa_batllo_barcelona,7
02313.png,train,source,museu_nacional_dart_de_catalunya,3
08462.png,val,source,rialto_bridge,2
01733.png,train,source,museu_nacional_dart_de_catalunya,3
05137.png,train,source,hagia_sophia,6
09848.png,test,source,gaudi_casa_batllo_barcelona,7
02701.png,train,source,petronas_towers,1
04227.png,train,source,hagia_sophia,6
00509.png,train,source,st_stephen_cathedral_vienna,4
09738.png,test,source,gaudi_casa_batllo_barcelona,7
07371.png,val,source,petronas_towers,1
07981.png,val,source,petronas_towers,1
00199.png,train,source,st_stephen_cathedral_vienna,4
05362.png,train,source,rialto_bridge,2
01978.png,train,source,gaudi_casa_batllo_barcelona,7
